Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-April-1991,161.00,162.00,158.00,162.00,0.000000000000000000,0,0,0.00,,,4.00,1.00
19-April-1991,164.00,166.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
22-April-1991,164.00,167.00,164.00,166.00,0.000000000000000000,0,0,0.00,,,3.00,2.00
23-April-1991,164.00,165.00,162.00,162.00,0.000000000000000000,0,0,0.00,,,3.00,-2.00
24-April-1991,160.00,160.00,157.00,160.00,0.000000000000000000,0,0,0.00,,,3.00,0.00
25-April-1991,160.00,161.00,158.00,160.00,0.000000000000000000,0,0,0.00,,,3.00,0.00
26-April-1991,160.00,160.00,158.00,159.50,0.000000000000000000,0,0,0.00,,,2.00,-0.50
29-April-1991,157.00,160.00,157.00,159.50,0.000000000000000000,0,0,0.00,,,3.00,2.50
30-April-1991,160.00,160.00,158.00,158.50,0.000000000000000000,0,0,0.00,,,2.00,-1.50
3-May-1991,160.00,163.00,160.00,162.00,0.000000000000000000,0,0,0.00,,,3.00,2.00
6-May-1991,163.00,163.00,159.00,160.50,0.000000000000000000,0,0,0.00,,,4.00,-2.50
7-May-1991,157.50,161.00,157.50,161.00,0.000000000000000000,0,0,0.00,,,3.50,3.50
8-May-1991,160.00,163.00,160.00,161.50,0.000000000000000000,0,0,0.00,,,3.00,1.50
9-May-1991,159.00,163.00,159.00,162.00,0.000000000000000000,0,0,0.00,,,4.00,3.00
10-May-1991,164.00,166.00,164.00,165.50,0.000000000000000000,0,0,0.00,,,2.00,1.50
13-May-1991,165.00,167.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,3.00,0.00
14-May-1991,164.00,165.50,164.00,165.50,0.000000000000000000,0,0,0.00,,,1.50,1.50
16-May-1991,162.00,165.00,162.00,163.00,0.000000000000000000,0,0,0.00,,,3.00,1.00
17-May-1991,163.00,163.00,155.00,157.25,0.000000000000000000,0,0,0.00,,,8.00,-5.75
20-May-1991,156.00,158.00,156.00,157.50,0.000000000000000000,0,0,0.00,,,2.00,1.50
21-May-1991,156.00,161.00,156.00,161.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
23-May-1991,158.75,167.00,158.75,165.00,0.000000000000000000,0,0,0.00,,,8.25,6.25
27-May-1991,165.00,169.00,165.00,169.00,0.000000000000000000,0,0,0.00,,,4.00,4.00
30-May-1991,171.00,171.00,165.00,168.00,0.000000000000000000,0,0,0.00,,,6.00,-3.00
31-May-1991,164.00,165.00,164.00,164.00,0.000000000000000000,0,0,0.00,,,1.00,0.00
3-June-1991,164.00,165.00,162.00,163.00,0.000000000000000000,0,0,0.00,,,3.00,-1.00
4-June-1991,162.00,164.00,162.00,164.00,0.000000000000000000,0,0,0.00,,,2.00,2.00
5-June-1991,162.00,165.00,162.00,164.00,0.000000000000000000,0,0,0.00,,,3.00,2.00
6-June-1991,164.00,166.00,163.00,164.00,0.000000000000000000,0,0,0.00,,,3.00,0.00
7-June-1991,163.00,165.00,163.00,164.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
11-June-1991,162.00,164.00,162.00,163.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
12-June-1991,164.00,166.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
13-June-1991,165.00,167.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,3.00,0.00
17-June-1991,164.00,166.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
18-June-1991,164.00,166.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,2.00,1.00
19-June-1991,164.00,166.00,164.00,165.50,0.000000000000000000,0,0,0.00,,,2.00,1.50
20-June-1991,164.00,165.00,164.00,165.00,0.000000000000000000,0,0,0.00,,,1.00,1.00
24-June-1991,166.00,166.00,162.00,162.00,0.000000000000000000,0,0,0.00,,,4.00,-4.00
25-June-1991,161.00,161.50,159.00,161.50,0.000000000000000000,0,0,0.00,,,2.50,0.50
26-June-1991,159.00,160.00,158.00,159.00,0.000000000000000000,0,0,0.00,,,2.00,0.00
27-June-1991,158.00,160.50,158.00,160.50,0.000000000000000000,0,0,0.00,,,2.50,2.50
28-June-1991,161.00,162.00,160.00,161.00,0.000000000000000000,0,0,0.00,,,2.00,0.00
2-July-1991,160.00,162.00,160.00,162.00,0.000000000000000000,0,0,0.00,,,2.00,2.00
3-July-1991,163.00,180.00,163.00,177.50,0.000000000000000000,0,0,0.00,,,17.00,14.50
