Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-June-1991,290.00,290.00,290.00,290.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
13-June-1991,295.00,300.00,295.00,300.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
18-June-1991,310.00,320.00,310.00,310.00,0.000000000000000000,0,0,0.00,,,10.00,0.00
19-June-1991,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
20-June-1991,315.00,320.00,315.00,320.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
24-June-1991,305.00,320.00,305.00,320.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
25-June-1991,290.00,290.00,290.00,290.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
27-June-1991,285.00,295.00,285.00,295.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
28-June-1991,290.00,295.00,290.00,295.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
5-July-1991,290.00,290.00,290.00,290.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
8-July-1991,285.00,285.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
9-July-1991,270.00,270.00,270.00,270.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
11-July-1991,260.00,260.00,260.00,260.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
12-July-1991,275.00,275.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
15-July-1991,275.00,275.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
25-July-1991,275.00,285.00,270.00,285.00,0.000000000000000000,0,0,0.00,,,15.00,10.00
26-July-1991,280.00,290.00,280.00,290.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
29-July-1991,290.00,300.00,290.00,300.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
1-August-1991,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
2-August-1991,280.00,285.00,280.00,285.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
7-August-1991,290.00,290.00,285.00,290.00,0.000000000000000000,0,0,0.00,,,5.00,0.00
8-August-1991,270.00,280.00,270.00,280.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
9-August-1991,285.00,285.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
12-August-1991,285.00,285.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
13-August-1991,285.00,285.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-August-1991,290.00,295.00,290.00,295.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
16-August-1991,285.00,295.00,285.00,295.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
19-August-1991,290.00,290.00,290.00,290.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
21-August-1991,280.00,280.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
23-August-1991,275.00,300.00,275.00,300.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
27-August-1991,300.00,300.00,280.00,290.00,0.000000000000000000,0,0,0.00,,,20.00,-10.00
28-August-1991,320.00,320.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-August-1991,320.00,320.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
3-September-1991,340.00,340.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,25.00,-25.00
5-September-1991,320.00,325.00,320.00,325.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
6-September-1991,320.00,320.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
13-September-1991,326.25,326.25,326.25,326.25,0.000000000000000000,0,0,0.00,,,0.00,0.00
17-September-1991,340.00,340.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,20.00,-20.00
18-September-1991,330.00,330.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
20-September-1991,320.00,320.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
25-September-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
26-September-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
27-September-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-September-1991,320.00,330.00,320.00,330.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
1-October-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
3-October-1991,315.00,320.00,315.00,320.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
4-October-1991,327.50,330.00,310.00,310.00,0.000000000000000000,0,0,0.00,,,20.00,-17.50
7-October-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
9-October-1991,335.00,335.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
10-October-1991,320.00,330.00,320.00,325.00,0.000000000000000000,0,0,0.00,,,10.00,5.00
11-October-1991,325.00,330.00,325.00,330.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
16-October-1991,320.00,330.00,317.50,317.50,0.000000000000000000,0,0,0.00,,,12.50,-2.50
18-October-1991,310.00,310.00,310.00,310.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
21-October-1991,315.00,315.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-October-1991,315.00,315.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
24-October-1991,330.00,330.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
29-October-1991,315.00,315.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-October-1991,315.00,315.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
31-October-1991,315.00,315.00,315.00,315.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
1-November-1991,310.00,310.00,310.00,310.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
5-November-1991,325.00,325.00,325.00,325.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
8-November-1991,340.00,340.00,340.00,340.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
11-November-1991,350.00,360.00,332.50,332.50,0.000000000000000000,0,0,0.00,,,27.50,-17.50
12-November-1991,340.00,340.00,335.00,340.00,0.000000000000000000,0,0,0.00,,,5.00,0.00
13-November-1991,340.00,340.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
15-November-1991,335.00,340.00,335.00,340.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
18-November-1991,335.00,340.00,335.00,340.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
20-November-1991,340.00,350.00,340.00,350.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
22-November-1991,350.00,350.00,350.00,350.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
28-November-1991,335.00,337.50,335.00,337.50,0.000000000000000000,0,0,0.00,,,2.50,2.50
29-November-1991,335.00,340.00,335.00,340.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
2-December-1991,330.00,350.00,330.00,350.00,0.000000000000000000,0,0,0.00,,,20.00,20.00
3-December-1991,345.00,350.00,345.00,350.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
4-December-1991,345.00,345.00,345.00,345.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
6-December-1991,335.00,335.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
10-December-1991,325.00,335.00,325.00,335.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
17-December-1991,320.00,330.00,320.00,330.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
19-December-1991,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
20-December-1991,325.00,337.50,325.00,337.50,0.000000000000000000,0,0,0.00,,,12.50,12.50
23-December-1991,325.00,335.00,325.00,335.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
1-January-1992,350.00,350.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,15.00,-15.00
2-January-1992,335.00,335.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
6-January-1992,350.00,350.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,15.00,-15.00
7-January-1992,350.00,350.00,310.00,330.00,0.000000000000000000,0,0,0.00,,,40.00,-20.00
8-January-1992,340.00,340.00,340.00,340.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
9-January-1992,325.00,325.00,325.00,325.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-January-1992,325.00,325.00,325.00,325.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
16-January-1992,325.00,325.00,325.00,325.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
21-January-1992,320.00,350.00,320.00,350.00,0.000000000000000000,0,0,0.00,,,30.00,30.00
23-January-1992,320.00,330.00,320.00,330.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
30-January-1992,340.00,340.00,340.00,340.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
31-January-1992,330.00,337.50,330.00,337.50,0.000000000000000000,0,0,0.00,,,7.50,7.50
4-February-1992,320.00,340.00,320.00,340.00,0.000000000000000000,0,0,0.00,,,20.00,20.00
5-February-1992,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
7-February-1992,340.00,340.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
12-February-1992,350.00,350.00,350.00,350.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
13-February-1992,340.00,340.00,340.00,340.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
17-February-1992,350.00,350.00,340.00,350.00,0.000000000000000000,0,0,0.00,,,10.00,0.00
18-February-1992,375.00,375.00,370.00,370.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
19-February-1992,400.00,425.00,350.00,425.00,0.000000000000000000,0,0,0.00,,,75.00,25.00
20-February-1992,425.00,475.00,425.00,430.00,0.000000000000000000,0,0,0.00,,,50.00,5.00
21-February-1992,400.00,500.00,400.00,500.00,0.000000000000000000,0,0,0.00,,,100.00,100.00
24-February-1992,500.00,525.00,490.00,490.00,0.000000000000000000,0,0,0.00,,,35.00,-10.00
26-February-1992,500.00,525.00,500.00,525.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
27-February-1992,525.00,525.00,525.00,525.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
28-February-1992,500.00,500.00,500.00,500.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
3-March-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
10-March-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
13-March-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
16-March-1992,525.00,550.00,525.00,550.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
17-March-1992,525.00,550.00,525.00,550.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
18-March-1992,600.00,600.00,535.00,535.00,0.000000000000000000,0,0,0.00,,,65.00,-65.00
20-March-1992,575.00,600.00,575.00,575.00,0.000000000000000000,0,0,0.00,,,25.00,0.00
24-March-1992,600.00,625.00,550.00,625.00,0.000000000000000000,0,0,0.00,,,75.00,25.00
2-April-1992,600.00,650.00,600.00,650.00,0.000000000000000000,0,0,0.00,,,50.00,50.00
6-April-1992,600.00,600.00,600.00,600.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-April-1992,600.00,600.00,600.00,600.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
29-April-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-April-1992,525.00,575.00,525.00,550.00,0.000000000000000000,0,0,0.00,,,50.00,25.00
14-May-1992,500.00,500.00,500.00,500.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
19-May-1992,525.00,535.00,510.00,510.00,0.000000000000000000,0,0,0.00,,,25.00,-15.00
22-May-1992,520.00,530.00,520.00,530.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
25-May-1992,530.00,530.00,525.00,525.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
26-May-1992,500.00,525.00,500.00,525.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
3-June-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-July-1992,500.00,575.00,500.00,575.00,0.000000000000000000,0,0,0.00,,,75.00,75.00
28-July-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
3-August-1992,550.00,550.00,550.00,550.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
4-August-1992,525.00,550.00,525.00,550.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
5-August-1992,550.00,550.00,535.00,535.00,0.000000000000000000,0,0,0.00,,,15.00,-15.00
6-August-1992,515.00,534.50,515.00,530.00,0.000000000000000000,0,0,0.00,,,19.50,15.00
12-August-1992,260.00,260.00,260.00,260.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-August-1992,255.00,285.00,255.00,255.00,0.000000000000000000,0,0,0.00,,,30.00,0.00
17-August-1992,265.00,265.00,255.00,265.00,0.000000000000000000,0,0,0.00,,,10.00,0.00
19-August-1992,265.00,265.00,265.00,265.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
20-August-1992,265.00,265.00,265.00,265.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
21-August-1992,280.00,280.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
24-August-1992,275.00,290.00,275.00,290.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
25-August-1992,285.00,285.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
26-August-1992,285.00,285.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
27-August-1992,285.00,285.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
28-August-1992,280.00,285.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,10.00,-5.00
1-September-1992,280.00,290.00,280.00,290.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
2-September-1992,285.00,295.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,15.00,-5.00
3-September-1992,280.00,300.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,20.00,0.00
4-September-1992,300.00,300.00,290.00,290.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
9-September-1992,320.00,320.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,20.00,-20.00
11-September-1992,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-September-1992,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
15-September-1992,330.00,330.00,330.00,330.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
16-September-1992,350.00,350.00,330.00,350.00,0.000000000000000000,0,0,0.00,,,20.00,0.00
17-September-1992,340.00,370.00,340.00,370.00,0.000000000000000000,0,0,0.00,,,30.00,30.00
18-September-1992,350.00,355.00,350.00,355.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
21-September-1992,355.00,370.00,350.00,370.00,0.000000000000000000,0,0,0.00,,,20.00,15.00
22-September-1992,350.00,360.00,350.00,350.00,0.000000000000000000,0,0,0.00,,,10.00,0.00
24-September-1992,360.00,360.00,350.00,360.00,0.000000000000000000,0,0,0.00,,,10.00,0.00
25-September-1992,350.00,360.00,350.00,360.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
28-September-1992,340.00,360.00,340.00,360.00,0.000000000000000000,0,0,0.00,,,20.00,20.00
30-September-1992,350.00,350.00,350.00,350.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
1-October-1992,345.00,345.00,345.00,345.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
6-October-1992,345.00,345.00,345.00,345.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
8-October-1992,325.00,350.00,325.00,350.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
9-October-1992,345.00,345.00,345.00,345.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
12-October-1992,325.00,340.00,325.00,340.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
13-October-1992,335.00,335.00,335.00,335.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
21-October-1992,320.00,320.00,320.00,320.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-October-1992,300.00,325.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,25.00,0.00
28-October-1992,300.00,315.00,300.00,315.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
29-October-1992,275.00,300.00,275.00,300.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
6-November-1992,285.00,320.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,35.00,0.00
11-November-1992,262.50,262.50,262.50,262.50,0.000000000000000000,0,0,0.00,,,0.00,0.00
18-November-1992,260.00,260.00,260.00,260.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
19-November-1992,250.00,250.00,250.00,250.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
25-November-1992,275.00,275.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
26-November-1992,275.00,275.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-November-1992,275.00,275.00,275.00,275.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
1-December-1992,285.00,300.00,285.00,300.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
4-December-1992,300.00,325.00,300.00,325.00,0.000000000000000000,0,0,0.00,,,25.00,25.00
11-December-1992,325.00,325.00,325.00,325.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-December-1992,310.00,310.00,310.00,310.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
15-December-1992,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-December-1992,300.00,305.00,290.00,300.00,0.000000000000000000,0,0,0.00,,,15.00,0.00
4-January-1993,340.00,340.00,340.00,340.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
8-January-1993,300.00,300.00,300.00,300.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
18-January-1993,300.00,310.00,300.00,310.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
19-January-1993,300.00,310.00,300.00,310.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
20-January-1993,280.00,300.00,280.00,295.00,0.000000000000000000,0,0,0.00,,,20.00,15.00
25-January-1993,280.00,280.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
27-January-1993,285.00,285.00,285.00,285.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
28-January-1993,275.00,285.00,275.00,285.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
29-January-1993,275.00,277.50,275.00,277.50,0.000000000000000000,0,0,0.00,,,2.50,2.50
1-February-1993,282.50,285.00,282.50,285.00,0.000000000000000000,0,0,0.00,,,2.50,2.50
2-February-1993,283.75,283.75,283.75,283.75,0.000000000000000000,0,0,0.00,,,0.00,0.00
3-February-1993,280.00,285.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,5.00,0.00
4-February-1993,280.00,280.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
12-February-1993,280.00,280.00,280.00,280.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
16-February-1993,270.00,270.00,260.00,260.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
18-February-1993,240.00,240.00,240.00,240.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-February-1993,260.00,270.00,255.00,270.00,0.000000000000000000,0,0,0.00,,,15.00,10.00
23-February-1993,265.00,265.00,265.00,265.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
25-February-1993,255.00,270.00,255.00,270.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
26-February-1993,255.00,270.00,255.00,270.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
27-February-1993,255.00,260.00,255.00,260.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
1-March-1993,255.00,255.00,255.00,255.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
2-March-1993,250.00,250.00,240.00,240.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
4-March-1993,245.00,255.00,245.00,255.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
9-March-1993,245.00,245.00,245.00,245.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
10-March-1993,230.00,230.00,230.00,230.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
11-March-1993,230.00,230.00,220.00,220.00,0.000000000000000000,0,0,0.00,,,10.00,-10.00
12-March-1993,225.00,225.00,225.00,225.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
16-March-1993,235.00,235.00,235.00,235.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
22-March-1993,230.00,230.00,230.00,230.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
23-March-1993,220.00,220.00,220.00,220.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
26-March-1993,220.00,220.00,220.00,220.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-March-1993,205.00,205.00,205.00,205.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
31-March-1993,195.00,210.00,195.00,210.00,0.000000000000000000,0,0,0.00,,,15.00,15.00
2-April-1993,205.00,205.00,200.00,205.00,0.000000000000000000,0,0,0.00,,,5.00,0.00
12-April-1993,185.00,201.25,185.00,190.00,0.000000000000000000,0,0,0.00,,,16.25,5.00
13-April-1993,195.00,200.00,195.00,200.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
15-April-1993,205.00,208.75,205.00,208.75,0.000000000000000000,0,0,0.00,,,3.75,3.75
16-April-1993,210.00,210.00,205.00,205.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
19-April-1993,208.75,208.75,205.00,208.75,0.000000000000000000,0,0,0.00,,,3.75,0.00
20-April-1993,207.50,210.00,205.00,210.00,0.000000000000000000,0,0,0.00,,,5.00,2.50
21-April-1993,210.00,210.00,205.00,205.00,0.000000000000000000,0,0,0.00,,,5.00,-5.00
22-April-1993,205.00,205.00,205.00,205.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
23-April-1993,200.00,205.00,200.00,200.00,0.000000000000000000,0,0,0.00,,,5.00,0.00
26-April-1993,200.00,203.75,200.00,203.75,0.000000000000000000,0,0,0.00,,,3.75,3.75
27-April-1993,195.00,197.50,192.50,197.50,0.000000000000000000,0,0,0.00,,,5.00,2.50
28-April-1993,200.00,200.00,200.00,200.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
29-April-1993,200.00,200.00,200.00,200.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
30-April-1993,206.25,206.25,206.25,206.25,0.000000000000000000,0,0,0.00,,,0.00,0.00
4-May-1993,205.00,207.50,202.50,207.50,0.000000000000000000,0,0,0.00,,,5.00,2.50
5-May-1993,203.75,203.75,203.75,203.75,0.000000000000000000,0,0,0.00,,,0.00,0.00
7-May-1993,205.00,210.00,205.00,210.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
10-May-1993,210.00,210.00,210.00,210.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
14-May-1993,215.00,215.00,215.00,215.00,0.000000000000000000,0,0,0.00,,,0.00,0.00
17-May-1993,225.00,230.00,225.00,230.00,0.000000000000000000,0,0,0.00,,,5.00,5.00
18-May-1993,235.00,245.00,235.00,245.00,0.000000000000000000,0,0,0.00,,,10.00,10.00
