Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-1999,16.35,16.35,15.75,16.00,16.010106382978723404,9400,32,150495.00,,,0.60,-0.35
7-January-1999,16.00,17.80,16.00,16.75,17.061298076923076923,20800,71,354875.00,,,1.80,0.75
8-January-1999,17.20,17.75,17.00,17.05,17.286818181818181818,44000,102,760620.00,,,0.75,-0.15
11-January-1999,18.00,18.25,17.05,17.55,17.593188405797101449,34500,87,606965.00,,,1.20,-0.45
12-January-1999,17.25,18.00,16.85,17.15,17.249473684210526315,9500,36,163870.00,,,1.15,-0.10
13-January-1999,17.05,17.35,17.00,17.10,17.074509803921568627,5100,17,87080.00,,,0.35,0.05
14-January-1999,16.80,17.00,16.50,16.80,16.805555555555555555,1800,10,30250.00,,,0.50,0.00
15-January-1999,17.00,17.00,15.65,15.95,16.251612903225806451,6200,29,100760.00,,,1.35,-1.05
18-January-1999,15.95,16.30,15.75,16.30,15.972222222222222222,1800,9,28750.00,,,0.55,0.35
19-January-1999,16.75,16.75,16.25,16.50,16.616666666666666666,1500,9,24925.00,,,0.50,-0.25
21-January-1999,15.50,16.30,14.70,16.25,15.809523809523809523,2100,15,33200.00,,,1.60,0.75
22-January-1999,16.50,16.90,16.10,16.30,16.522222222222222222,900,7,14870.00,,,0.80,-0.20
25-January-1999,16.25,16.30,15.35,16.30,16.020967741935483870,3100,22,49665.00,,,0.95,0.05
27-January-1999,16.00,16.00,15.60,16.00,15.770000000000000000,1000,5,15770.00,,,0.40,0.00
28-January-1999,16.00,16.40,15.80,15.80,16.079411764705882352,1700,9,27335.00,,,0.60,-0.20
29-January-1999,16.00,16.20,15.10,15.15,15.426351351351351351,7400,26,114155.00,,,1.10,-0.85
1-February-1999,15.50,15.60,15.50,15.50,15.506666666666666666,1500,7,23260.00,,,0.10,0.00
2-February-1999,16.00,16.00,15.10,15.95,15.754347826086956521,6900,26,108705.00,,,0.90,-0.05
3-February-1999,16.20,16.25,15.75,15.85,15.886776859504132231,12100,20,192230.00,,,0.50,-0.35
4-February-1999,16.00,16.00,15.50,15.50,15.551666666666666666,6000,8,93310.00,,,0.50,-0.50
5-February-1999,15.90,16.00,15.10,15.50,15.503636363636363636,5500,15,85270.00,,,0.90,-0.40
8-February-1999,15.50,15.70,15.50,15.65,15.631578947368421052,1900,9,29700.00,,,0.20,0.15
9-February-1999,15.00,15.50,15.00,15.30,15.225000000000000000,1800,10,27405.00,,,0.50,0.30
10-February-1999,15.95,16.00,15.00,15.10,15.192307692307692307,2600,13,39500.00,,,1.00,-0.85
11-February-1999,15.50,15.50,15.00,15.30,15.219565217391304347,4600,10,70010.00,,,0.50,-0.20
12-February-1999,15.00,15.50,15.00,15.00,15.010693641618497109,17300,24,259685.00,,,0.50,0.00
15-February-1999,15.00,15.00,15.00,15.00,15.000000000000000000,700,4,10500.00,,,0.00,0.00
16-February-1999,15.55,15.55,15.05,15.05,15.131250000000000000,800,5,12105.00,,,0.50,-0.50
17-February-1999,15.10,15.40,15.00,15.10,15.150000000000000000,600,6,9090.00,,,0.40,0.00
18-February-1999,14.75,15.50,14.75,15.00,15.007272727272727272,11000,12,165080.00,,,0.75,0.25
19-February-1999,15.25,15.25,14.50,15.00,14.662631578947368421,9500,17,139295.00,,,0.75,-0.25
22-February-1999,15.50,15.50,14.00,14.95,14.392857142857142857,700,5,10075.00,,,1.50,-0.55
23-February-1999,14.55,14.55,14.20,14.40,14.478000000000000000,2500,10,36195.00,,,0.35,-0.15
24-February-1999,14.10,14.50,14.00,14.50,14.265476190476190476,4200,14,59915.00,,,0.50,0.40
25-February-1999,14.70,14.80,14.25,14.25,14.618000000000000000,2500,10,36545.00,,,0.55,-0.45
26-February-1999,14.50,14.50,14.20,14.40,14.338888888888888888,2700,13,38715.00,,,0.30,-0.10
27-February-1999,14.95,14.95,14.50,14.50,14.753571428571428571,2800,10,41310.00,,,0.45,-0.45
1-March-1999,14.25,14.35,14.00,14.20,14.196000000000000000,10000,14,141960.00,,,0.35,-0.05
3-March-1999,15.20,17.70,15.20,17.55,17.044390243902439024,20500,95,349410.00,,,2.50,2.35
4-March-1999,17.50,17.50,15.60,16.60,16.285035211267605633,56800,77,924990.00,,,1.90,-0.90
5-March-1999,17.45,17.45,16.00,16.35,16.718634686346863468,54200,100,906150.00,,,1.45,-1.10
8-March-1999,18.45,18.45,16.50,16.50,17.318750000000000000,42400,108,734315.00,,,1.95,-1.95
9-March-1999,17.95,18.00,16.00,16.00,16.944957983193277310,23800,64,403290.00,,,2.00,-1.95
10-March-1999,14.70,16.00,14.70,15.75,15.751315789473684210,3800,13,59855.00,,,1.30,1.05
11-March-1999,15.50,15.95,15.00,15.00,15.378048780487804878,12300,37,189150.00,,,0.95,-0.50
12-March-1999,15.00,15.25,14.00,14.45,14.725539568345323741,13900,47,204685.00,,,1.25,-0.55
15-March-1999,15.10,15.10,14.50,14.50,14.717171717171717171,9900,30,145700.00,,,0.60,-0.60
16-March-1999,14.60,15.10,14.00,14.20,14.284848484848484848,13200,25,188560.00,,,1.10,-0.40
17-March-1999,14.95,14.95,14.10,14.15,14.212962962962962962,2700,10,38375.00,,,0.85,-0.80
19-March-1999,14.20,14.25,13.85,13.95,14.097761194029850746,13400,46,188910.00,,,0.40,-0.25
22-March-1999,14.50,14.50,13.90,14.00,14.047154471544715447,12300,31,172780.00,,,0.60,-0.50
23-March-1999,14.40,14.40,13.75,14.15,13.907222222222222222,9000,20,125165.00,,,0.65,-0.25
24-March-1999,14.00,14.10,13.70,14.00,13.975728155339805825,10300,25,143950.00,,,0.40,0.00
26-March-1999,13.50,13.80,13.00,13.10,13.460849056603773584,10600,41,142685.00,,,0.80,-0.40
30-March-1999,13.75,13.85,13.00,13.40,13.509782608695652173,4600,15,62145.00,,,0.85,-0.35
31-March-1999,14.00,14.30,14.00,14.00,14.100000000000000000,1500,9,21150.00,,,0.30,0.00
1-April-1999,13.25,14.00,13.25,13.95,13.583333333333333333,900,8,12225.00,,,0.75,0.70
5-April-1999,13.95,14.00,13.05,13.25,13.715789473684210526,1900,13,26060.00,,,0.95,-0.70
6-April-1999,13.70,13.70,13.05,13.05,13.469565217391304347,2300,13,30980.00,,,0.65,-0.65
7-April-1999,13.45,13.50,13.25,13.25,13.347500000000000000,2000,13,26695.00,,,0.25,-0.20
8-April-1999,13.25,13.40,13.15,13.15,13.273076923076923076,2600,8,34510.00,,,0.25,-0.10
9-April-1999,13.20,13.50,13.00,13.10,13.150000000000000000,1800,14,23670.00,,,0.50,-0.10
12-April-1999,13.05,13.10,13.00,13.10,13.050000000000000000,300,3,3915.00,,,0.10,0.05
13-April-1999,13.00,13.25,13.00,13.20,13.086363636363636363,1100,7,14395.00,,,0.25,0.20
15-April-1999,13.00,13.50,13.00,13.00,13.270833333333333333,1200,6,15925.00,,,0.50,0.00
16-April-1999,13.05,13.05,12.70,12.95,12.972857142857142857,3500,20,45405.00,,,0.35,-0.10
17-April-1999,14.00,14.00,12.50,12.50,13.230645161290322580,3100,12,41015.00,,,1.50,-1.50
19-April-1999,13.00,13.20,12.60,13.20,12.836363636363636363,2200,3,28240.00,,,0.60,0.20
20-April-1999,13.00,13.45,13.00,13.35,13.243939393939393939,3300,14,43705.00,,,0.45,0.35
21-April-1999,13.80,13.80,13.10,13.20,13.269444444444444444,1800,9,23885.00,,,0.70,-0.60
22-April-1999,13.25,13.55,13.00,13.25,13.243333333333333333,1500,7,19865.00,,,0.55,0.00
23-April-1999,13.00,13.25,13.00,13.00,13.008695652173913043,6900,16,89760.00,,,0.25,0.00
26-April-1999,12.50,13.00,12.30,12.35,12.613461538461538461,2600,14,32795.00,,,0.70,-0.15
28-April-1999,13.00,13.00,12.50,12.50,12.623809523809523809,2100,11,26510.00,,,0.50,-0.50
29-April-1999,13.00,13.00,12.50,12.95,12.825000000000000000,1000,6,12825.00,,,0.50,-0.05
3-May-1999,13.00,13.65,12.50,12.60,12.755263157894736842,1900,8,24235.00,,,1.15,-0.40
4-May-1999,13.70,13.70,12.70,12.70,10.051803278688524590,30500,5,306580.00,,,1.00,-1.00
5-May-1999,13.70,13.70,13.00,13.05,13.475806451612903225,3100,17,41775.00,,,0.70,-0.65
6-May-1999,13.00,13.65,13.00,13.30,13.295312500000000000,3200,8,42545.00,,,0.65,0.30
7-May-1999,12.70,13.75,12.70,13.75,13.280769230769230769,1300,8,17265.00,,,1.05,1.05
10-May-1999,13.50,14.00,13.50,13.95,13.828333333333333333,3000,13,41485.00,,,0.50,0.45
11-May-1999,14.20,14.50,13.55,13.55,14.189743589743589743,7800,16,110680.00,,,0.95,-0.65
12-May-1999,13.55,13.80,13.50,13.55,13.640909090909090909,2200,10,30010.00,,,0.30,0.00
13-May-1999,13.80,14.00,13.30,13.40,13.755769230769230769,2600,12,35765.00,,,0.70,-0.40
14-May-1999,13.30,14.25,13.25,13.50,13.819266055045871559,10900,25,150630.00,,,1.00,0.20
17-May-1999,13.55,14.50,13.55,14.50,14.161029411764705882,6800,15,96295.00,,,0.95,0.95
18-May-1999,14.50,14.50,14.00,14.50,14.339473684210526315,1900,13,27245.00,,,0.50,0.00
19-May-1999,14.45,15.40,14.45,15.40,14.771551724137931034,5800,25,85675.00,,,0.95,0.95
20-May-1999,15.85,16.25,15.00,15.15,15.759917355371900826,12100,39,190695.00,,,1.25,-0.70
21-May-1999,15.00,15.20,14.50,14.50,14.958333333333333333,1800,11,26925.00,,,0.70,-0.50
24-May-1999,14.50,14.90,14.20,14.25,14.503571428571428571,1400,7,20305.00,,,0.70,-0.25
25-May-1999,14.25,14.25,13.00,14.25,13.956944444444444444,10800,28,150735.00,,,1.25,0.00
26-May-1999,14.00,14.00,13.90,13.90,13.945000000000000000,1000,4,13945.00,,,0.10,-0.10
27-May-1999,14.00,14.00,13.75,13.80,13.870000000000000000,500,4,6935.00,,,0.25,-0.20
28-May-1999,13.75,14.00,13.00,13.25,13.336979166666666666,9600,20,128035.00,,,1.00,-0.50
31-May-1999,13.90,14.05,13.90,14.00,13.997058823529411764,8500,17,118975.00,,,0.15,0.10
1-June-1999,15.50,15.50,14.50,15.00,14.751131221719457013,22100,64,326000.00,,,1.00,-0.50
2-June-1999,15.45,15.45,14.60,14.85,14.897560975609756097,8200,33,122160.00,,,0.85,-0.60
3-June-1999,14.60,15.25,14.50,14.90,14.907471264367816091,8700,32,129695.00,,,0.75,0.30
4-June-1999,14.60,14.80,14.30,14.55,14.582511210762331838,22300,46,325190.00,,,0.50,-0.05
7-June-1999,17.50,17.60,15.00,15.50,15.578595317725752508,29900,52,465800.00,,,2.60,-2.00
8-June-1999,14.90,15.90,14.90,15.25,15.418067226890756302,11900,40,183475.00,,,1.00,0.35
9-June-1999,15.50,15.70,15.50,15.50,15.518750000000000000,7200,18,111735.00,,,0.20,0.00
10-June-1999,15.40,15.60,15.10,15.10,15.341538461538461538,19500,28,299160.00,,,0.50,-0.30
11-June-1999,15.40,15.40,14.90,15.00,15.034868421052631578,7600,21,114265.00,,,0.50,-0.40
14-June-1999,14.90,14.90,14.00,14.25,14.316666666666666666,1200,5,17180.00,,,0.90,-0.65
15-June-1999,14.10,14.45,14.00,14.25,14.202631578947368421,1900,9,26985.00,,,0.45,0.15
16-June-1999,14.05,14.50,14.00,14.25,14.295588235294117647,3400,13,48605.00,,,0.50,0.20
17-June-1999,14.50,15.00,14.50,14.90,14.865178571428571428,5600,14,83245.00,,,0.50,0.40
18-June-1999,14.75,14.75,14.50,14.75,14.641666666666666666,1200,5,17570.00,,,0.25,0.00
21-June-1999,14.30,14.85,14.30,14.85,14.753846153846153846,1300,3,19180.00,,,0.55,0.55
22-June-1999,14.95,14.95,14.25,14.75,14.662500000000000000,800,6,11730.00,,,0.70,-0.20
23-June-1999,15.00,18.00,14.10,17.00,16.873103448275862068,43500,35,733980.00,,,3.90,2.00
24-June-1999,16.00,16.00,15.45,15.50,15.950704225352112676,14200,20,226500.00,,,0.55,-0.50
25-June-1999,16.00,16.00,15.60,15.90,15.841975308641975308,8100,21,128320.00,,,0.40,-0.10
28-June-1999,15.90,15.90,15.40,15.40,15.536363636363636363,1100,4,17090.00,,,0.50,-0.50
29-June-1999,15.10,15.90,15.10,15.75,15.463333333333333333,1500,9,23195.00,,,0.80,0.65
30-June-1999,14.55,15.50,14.55,15.50,15.266666666666666666,1500,8,22900.00,,,0.95,0.95
1-July-1999,15.95,15.95,15.35,15.50,15.542857142857142857,700,3,10880.00,,,0.60,-0.45
2-July-1999,15.50,15.80,15.40,15.50,15.525000000000000000,3400,14,52785.00,,,0.40,0.00
5-July-1999,15.75,15.75,15.25,15.55,15.533132530120481927,8300,19,128925.00,,,0.50,-0.20
6-July-1999,15.60,15.75,15.50,15.65,15.662121212121212121,6600,26,103370.00,,,0.25,0.05
7-July-1999,15.70,16.00,15.50,15.85,15.703571428571428571,7000,20,109925.00,,,0.50,0.15
8-July-1999,15.70,15.95,15.65,15.80,15.778260869565217391,2300,10,36290.00,,,0.30,0.10
9-July-1999,16.00,16.25,15.65,15.75,15.785652173913043478,11500,32,181535.00,,,0.60,-0.25
12-July-1999,16.35,18.00,16.00,17.30,16.798230088495575221,11300,38,189820.00,,,2.00,0.95
13-July-1999,16.50,17.00,16.50,16.55,16.700000000000000000,3900,23,65130.00,,,0.50,0.05
14-July-1999,16.50,17.00,16.05,16.60,16.487500000000000000,2400,18,39570.00,,,0.95,0.10
15-July-1999,17.35,17.35,15.80,15.95,16.207182320441988950,18100,37,293350.00,,,1.55,-1.40
16-July-1999,16.00,16.50,15.80,16.40,16.026484018264840182,21900,39,350980.00,,,0.70,0.40
19-July-1999,18.00,20.45,18.00,19.65,20.153104575163398692,61200,130,1233370.00,,,2.45,1.65
20-July-1999,20.00,20.15,17.00,18.60,18.543895348837209302,34400,101,637910.00,,,3.15,-1.40
21-July-1999,17.10,19.25,17.00,19.05,18.907522123893805309,11300,42,213655.00,,,2.25,1.95
22-July-1999,18.30,19.40,18.30,18.60,18.959259259259259259,21600,37,409520.00,,,1.10,0.30
23-July-1999,18.35,19.25,18.15,18.35,18.593846153846153846,13000,49,241720.00,,,1.10,0.00
26-July-1999,19.00,19.00,17.90,18.45,18.256164383561643835,7300,28,133270.00,,,1.10,-0.55
27-July-1999,18.75,18.75,18.00,18.10,18.366666666666666666,2700,14,49590.00,,,0.75,-0.65
28-July-1999,17.60,17.90,17.20,17.50,17.588679245283018867,10600,23,186440.00,,,0.70,-0.10
29-July-1999,17.50,17.55,17.00,17.00,17.051639344262295081,18300,29,312045.00,,,0.55,-0.50
30-July-1999,17.20,17.50,16.50,16.50,16.658730158730158730,44100,52,734650.00,,,1.00,-0.70
2-August-1999,17.00,17.00,16.70,16.70,16.823333333333333333,1500,6,25235.00,,,0.30,-0.30
3-August-1999,16.75,17.00,16.00,16.00,16.302356902356902356,29700,42,484180.00,,,1.00,-0.75
4-August-1999,16.50,16.95,16.50,16.80,16.547668393782383419,19300,16,319370.00,,,0.45,0.30
5-August-1999,16.80,17.00,16.50,16.95,16.788775510204081632,4900,13,82265.00,,,0.50,0.15
6-August-1999,16.60,16.60,16.20,16.25,16.385384615384615384,6500,15,106505.00,,,0.40,-0.35
9-August-1999,17.00,17.00,16.60,16.75,16.785000000000000000,2000,11,33570.00,,,0.40,-0.25
10-August-1999,16.70,16.70,16.05,16.40,16.510000000000000000,7000,16,115570.00,,,0.65,-0.30
11-August-1999,16.40,16.50,16.10,16.45,16.250352112676056338,14200,35,230755.00,,,0.40,0.05
12-August-1999,16.10,16.75,16.10,16.45,16.512015503875968992,12900,34,213005.00,,,0.65,0.35
13-August-1999,16.50,16.85,16.00,16.45,16.483881578947368421,15200,25,250555.00,,,0.85,-0.05
16-August-1999,16.50,17.00,16.15,17.00,16.649596774193548387,12400,25,206455.00,,,0.85,0.50
17-August-1999,17.00,17.00,16.55,16.70,16.889860139860139860,14300,30,241525.00,,,0.45,-0.30
18-August-1999,17.50,18.00,17.00,17.85,17.822443890274314214,40100,51,714680.00,,,1.00,0.35
19-August-1999,17.75,18.40,17.50,17.60,17.801000000000000000,10000,39,178010.00,,,0.90,-0.15
20-August-1999,17.55,18.00,17.55,17.85,17.872727272727272727,23100,51,412860.00,,,0.45,0.30
23-August-1999,18.50,18.70,18.00,18.25,18.355124223602484472,32200,67,591035.00,,,0.70,-0.25
24-August-1999,19.00,19.00,18.50,19.00,18.842069892473118279,37200,72,700925.00,,,0.50,0.00
25-August-1999,19.00,19.50,18.40,18.40,18.747432024169184290,33100,72,620540.00,,,1.10,-0.60
26-August-1999,18.15,18.90,18.10,18.65,18.558450704225352112,7100,31,131765.00,,,0.80,0.50
27-August-1999,19.00,19.00,18.00,18.35,18.540551181102362204,12700,51,235465.00,,,1.00,-0.65
30-August-1999,19.00,19.00,18.20,18.60,18.571641791044776119,6700,30,124430.00,,,0.80,-0.40
31-August-1999,18.20,18.50,18.00,18.40,18.136885245901639344,6100,16,110635.00,,,0.50,0.20
1-September-1999,18.00,18.25,17.55,18.25,18.028057553956834532,13900,32,250590.00,,,0.70,0.25
2-September-1999,18.00,18.20,17.80,18.10,18.010344827586206896,11600,47,208920.00,,,0.40,0.10
3-September-1999,18.00,18.00,17.80,17.90,17.912500000000000000,6400,29,114640.00,,,0.20,-0.10
6-September-1999,18.00,18.25,17.75,18.05,17.996022727272727272,17600,30,316730.00,,,0.50,0.05
7-September-1999,17.50,18.45,17.50,17.85,17.990000000000000000,8000,22,143920.00,,,0.95,0.35
8-September-1999,18.00,18.00,17.80,17.80,17.884482758620689655,2900,14,51865.00,,,0.20,-0.20
9-September-1999,17.75,18.25,17.70,17.95,17.860924369747899159,11900,25,212545.00,,,0.55,0.20
10-September-1999,18.00,18.30,18.00,18.05,18.071559633027522935,10900,35,196980.00,,,0.30,0.05
14-September-1999,18.50,18.50,18.00,18.00,18.055882352941176470,3400,16,61390.00,,,0.50,-0.50
15-September-1999,18.00,18.00,17.80,18.00,17.993939393939393939,3300,9,59380.00,,,0.20,0.00
16-September-1999,17.80,18.05,17.80,17.85,17.878125000000000000,6400,19,114420.00,,,0.25,0.05
17-September-1999,17.80,18.00,17.75,17.90,17.883333333333333333,10500,29,187775.00,,,0.25,0.10
20-September-1999,18.00,18.30,17.80,17.80,17.945205479452054794,7300,24,131000.00,,,0.50,-0.20
21-September-1999,17.95,18.00,17.50,17.75,17.723611111111111111,3600,22,63805.00,,,0.50,-0.20
22-September-1999,17.50,18.00,17.50,17.55,17.716964285714285714,5600,17,99215.00,,,0.50,0.05
23-September-1999,17.95,17.95,17.50,17.55,17.563114754098360655,6100,25,107135.00,,,0.45,-0.40
24-September-1999,17.50,17.75,17.00,17.15,17.371582733812949640,13900,41,241465.00,,,0.75,-0.35
27-September-1999,17.05,17.50,17.00,17.10,17.295588235294117647,6800,22,117610.00,,,0.50,0.05
28-September-1999,17.00,17.45,17.00,17.35,17.172105263157894736,9500,53,163135.00,,,0.45,0.35
29-September-1999,17.50,17.85,17.10,17.50,17.380487804878048780,16400,64,285040.00,,,0.75,0.00
30-September-1999,17.25,17.50,17.15,17.40,17.313492063492063492,6300,21,109075.00,,,0.35,0.15
1-October-1999,17.10,17.30,17.00,17.25,17.101344086021505376,18600,35,318085.00,,,0.30,0.15
4-October-1999,17.50,17.50,17.05,17.45,17.390476190476190476,8400,25,146080.00,,,0.45,-0.05
5-October-1999,17.05,17.50,17.05,17.45,17.248101265822784810,7900,48,136260.00,,,0.45,0.40
6-October-1999,17.50,18.25,17.10,17.60,17.719381107491856677,30700,34,543985.00,,,1.15,0.10
7-October-1999,18.50,18.75,17.80,17.85,18.176649746192893401,19700,69,358080.00,,,0.95,-0.65
8-October-1999,18.00,18.00,17.25,17.25,17.604066985645933014,20900,66,367925.00,,,0.75,-0.75
11-October-1999,19.50,19.95,17.90,18.00,18.275158562367864693,47300,112,864415.00,,,2.05,-1.50
12-October-1999,18.80,19.00,17.90,18.00,18.153172588832487309,39400,103,715235.00,,,1.10,-0.80
13-October-1999,18.00,18.90,18.00,18.55,18.357317073170731707,20500,84,376325.00,,,0.90,0.55
14-October-1999,18.00,19.00,17.90,18.00,18.333993902439024390,32800,76,601355.00,,,1.10,0.00
15-October-1999,18.00,18.00,17.00,17.05,17.551107011070110701,27100,77,475635.00,,,1.00,-0.95
18-October-1999,18.50,18.50,17.25,17.60,17.616666666666666666,11700,57,206115.00,,,1.25,-0.90
20-October-1999,18.00,18.50,18.00,18.05,18.239759036144578313,16600,67,302780.00,,,0.50,0.05
21-October-1999,18.95,18.95,17.80,18.00,18.019101123595505617,8900,35,160370.00,,,1.15,-0.95
22-October-1999,18.10,18.40,17.30,17.30,17.835082872928176795,18100,64,322815.00,,,1.10,-0.80
25-October-1999,19.00,19.00,17.60,17.85,18.110967741935483870,15500,61,280720.00,,,1.40,-1.15
26-October-1999,18.00,18.00,17.25,17.75,17.879464285714285714,11200,43,200250.00,,,0.75,-0.25
27-October-1999,17.55,18.35,17.55,17.95,18.072641509433962264,5300,39,95785.00,,,0.80,0.40
28-October-1999,17.50,18.00,17.50,17.70,17.710526315789473684,3800,18,67300.00,,,0.50,0.20
29-October-1999,17.50,17.75,16.80,17.45,17.224504950495049504,20200,58,347935.00,,,0.95,-0.05
1-November-1999,17.00,17.10,16.50,16.70,16.770370370370370370,2700,12,45280.00,,,0.60,-0.30
2-November-1999,16.50,17.50,16.00,16.25,16.105425219941348973,34100,83,549195.00,,,1.50,-0.25
3-November-1999,16.75,16.75,16.20,16.20,16.401388888888888888,3600,13,59045.00,,,0.55,-0.55
4-November-1999,16.85,17.40,16.00,16.00,16.067030567685589519,22900,64,367935.00,,,1.40,-0.85
5-November-1999,16.25,16.25,15.65,15.75,15.910897435897435897,7800,26,124105.00,,,0.60,-0.50
7-November-1999,19.00,19.00,16.00,16.60,16.735714285714285714,2800,15,46860.00,,,3.00,-2.40
9-November-1999,16.40,16.40,16.00,16.40,16.117391304347826086,2300,11,37070.00,,,0.40,0.00
11-November-1999,16.25,16.50,16.15,16.30,16.325000000000000000,2000,9,32650.00,,,0.35,0.05
12-November-1999,16.25,16.75,16.15,16.50,16.334500000000000000,10000,22,163345.00,,,0.60,0.25
15-November-1999,16.25,16.25,16.00,16.25,16.144444444444444444,6300,20,101710.00,,,0.25,0.00
16-November-1999,16.00,16.25,16.00,16.20,16.165972222222222222,7200,31,116395.00,,,0.25,0.20
17-November-1999,16.75,16.75,16.00,16.25,16.202173913043478260,2300,14,37265.00,,,0.75,-0.50
18-November-1999,16.00,16.25,16.00,16.05,16.143181818181818181,2200,13,35515.00,,,0.25,0.05
19-November-1999,16.00,16.05,15.80,16.00,15.957142857142857142,3500,19,55850.00,,,0.25,0.00
22-November-1999,16.25,16.25,16.00,16.00,16.025728155339805825,10300,19,165065.00,,,0.25,-0.25
24-November-1999,16.00,16.25,15.90,16.15,16.096938775510204081,4900,22,78875.00,,,0.35,0.15
25-November-1999,15.90,16.20,15.90,16.05,16.003174603174603174,6300,25,100820.00,,,0.30,0.15
26-November-1999,16.50,17.30,16.50,16.75,16.892391304347826086,9200,25,155410.00,,,0.80,0.25
29-November-1999,17.00,17.00,16.65,16.65,16.967142857142857142,10500,30,178155.00,,,0.35,-0.35
30-November-1999,17.00,17.00,16.30,16.45,16.723750000000000000,4000,22,66895.00,,,0.70,-0.55
1-December-1999,17.00,17.25,16.00,16.80,16.832432432432432432,7400,28,124560.00,,,1.25,-0.20
2-December-1999,16.70,17.50,16.70,17.15,17.038235294117647058,8500,49,144825.00,,,0.80,0.45
3-December-1999,17.60,18.90,17.30,18.50,18.175564971751412429,35400,102,643415.00,,,1.60,0.90
6-December-1999,23.00,23.10,21.95,23.10,23.093283582089552238,107200,170,2475600.00,,,1.15,0.10
7-December-1999,24.75,24.90,24.50,24.85,24.897028231797919762,201900,354,5026710.00,,,0.40,0.10
8-December-1999,26.00,26.50,23.00,23.00,25.070624332977588046,187400,561,4698235.00,,,3.50,-3.00
9-December-1999,21.30,23.80,21.25,22.80,22.635047619047619047,52500,199,1188340.00,,,2.55,1.50
10-December-1999,21.50,22.95,21.00,21.50,21.641693290734824281,62600,196,1354770.00,,,1.95,0.00
13-December-1999,21.95,23.20,21.95,22.80,23.014082278481012658,63200,180,1454490.00,,,1.25,0.85
14-December-1999,22.50,22.95,21.95,22.00,22.295712309820193637,72300,180,1611980.00,,,1.00,-0.50
15-December-1999,20.60,23.20,20.60,22.40,22.377900552486187845,36200,104,810080.00,,,2.60,1.80
16-December-1999,23.50,24.15,22.95,24.10,23.999736644093303235,132900,291,3189565.00,,,1.20,0.60
